numerical_id,idiom,idiom_literal_translation,idiomatic_meaning,idiomatic_meaning_translation,familiarity,sd_familiarity,n_familiarity,knowledge,sd_knowledge,n_knowledge,knowledge_%,decomposability,n_decomposability,literality,sd_literality,n_literality,predictability_%,n_predictability,valence,sd_valence,n_valence,arousal,sd_arousal,n_arousal,length_in_letters,length_in_words
641,Me las vi y me las deseé,I saw them and I wanted them,Tener una gran dificultad,Having a great difficulty,2.36,1.977,25,3.142857142857143,2.535,21,38.095238095238095,0.13043478260869565,23,3.076923076923077,1.553,13,34.78260869565217,23,3.25,0.754,12,4.388888888888889,1.195,18,18,7
642,Mear fuera de tiesto,Pissing out of the pot,Decir/hacer algo que no viene al caso,Saying/doing something that is irrelevant,3.8518518518518516,1.725,27,4.476190476190476,2.562,21,47.61904761904761,0.4090909090909091,22,5.222222222222222,2.006,27,41.17647058823529,17,2.05,0.826,20,3.066666666666667,1.944,15,17,4
643,Mear y no echar gota,Mear y no echar gota,Incredulidad o sorpresa desagradable,Disbelief or unpleasant surprise,2.92,1.778,25,4.904761904761905,2.427,21,47.61904761904761,0.13043478260869565,23,4.090909090909091,2.467,22,65.21739130434783,23,2.789473684210526,1.228,19,3.772727272727273,1.901,22,16,5
644,Medir tus palabras,Measuring your words,Hablar de forma comedida,Speaking in a measured way,5.65,1.725,20,6.5,0.827,20,100.0,0.8571428571428571,28,4.409090909090909,2.501,22,65.21739130434783,23,3.7222222222222223,1.674,18,3.04,1.567,25,16,3
645,Menos da una piedra,Less is a stone,Importante valorar lo pequeño,Important to appreciate the small things,4.962962962962963,1.87,27,3.7142857142857144,2.411,21,61.904761904761905,0.4583333333333333,24,2.88,2.279,25,39.130434782608695,23,3.3684210526315788,1.461,19,2.611111111111111,2.09,18,16,4
646,Mentar la soga en casa del ahorcado,Talk about the rope in the house of the hanged man,Mencionar algo doloroso o molesto ,Mentioning something painful or annoying ,1.7619047619047619,1.729,21,2.388888888888889,1.685,18,50.0,0.2857142857142857,28,4.428571428571429,2.441,14,10.0,20,2.4,1.08,25,4.375,2.029,16,29,7
647,Meter caña,To put cane,Meter prisa,Rushing,6.185185185185185,0.879,27,5.761904761904762,1.609,21,85.71428571428571,0.28,25,3.2222222222222223,2.1,27,5.128205128205128,20,4.2727272727272725,1.279,22,4.055555555555555,1.984,18,9,2
648,Meter cucharada,To put a spoonful,Introducirse en asunto ajenos,Getting involved in other people's business,1.7,1.218,20,4.55,2.259,20,35.0,0.26666666666666666,30,5.444444444444445,1.617,18,0.0,20,3.6,1.517,5,3.5714285714285716,1.651,14,14,2
649,Meter en cintura,To put in the waist,Someterlo a normas consideradas correctas,Subjecting him to rules that are considered correct,3.0,2.047,22,3.8636363636363638,2.783,22,40.909090909090914,0.03333333333333333,30,2.8,1.207,15,2.631578947368421,19,3.3076923076923075,1.797,13,3.3636363636363638,1.502,11,14,3
650,Meter en vereda,Put on the path,Obligarlo a cumplir sus deberes,Forcing him to fulfill his duties,2.0952380952380953,1.044,21,2.933333333333333,2.282,15,33.33333333333333,0.17391304347826086,23,3.1538461538461537,2.267,13,26.31578947368421,19,3.25,1.658,12,3.909090909090909,1.221,11,13,3
651,Meter la gamba,Put on the prawn,Equivocarse,Making a mistake,4.387096774193548,1.961,31,5.476190476190476,2.182,21,85.71428571428571,0.06666666666666667,30,3.5,2.041,22,1.6129032258064515,21,2.0,0.858,20,2.6818181818181817,1.585,22,12,3
652,Meter la nariz donde no te llaman,Stick your nose where they don't call you,Importunar en asuntos de otros,To interfere in other people's business,5.619047619047619,1.774,21,6.611111111111111,0.502,18,100.0,0.6956521739130435,23,3.65,2.159,20,77.77777777777779,18,1.9230769230769231,0.891,26,3.8095238095238093,1.778,21,27,7
653,Meter la pata,Put on the leg,Equivocarse,Making a mistake,6.555555555555555,0.751,27,6.809523809523809,0.402,21,100.0,0.391304347826087,23,5.153846153846154,1.912,26,80.64516129032258,21,2.0,1.113,22,4.0,1.777,20,11,3
654,Meter la tijera,To stick the scissors in,Restringir o recortar algo,To restrict or cut something back,3.1904761904761907,2.089,21,2.7142857142857144,2.217,20,23.809523809523807,0.391304347826087,23,6.052631578947368,1.393,19,0.0,21,2.857142857142857,0.77,15,3.6363636363636362,1.706,22,13,3
655,Meter una puñalada trapera,Stab in the back,"Traición, mala pasada","Betrayal, wrongdoing",4.809523809523809,1.861,21,5.9523809523809526,1.83,20,85.71428571428571,0.7916666666666666,24,3.227272727272727,2.069,22,55.00000000000001,20,1.2857142857142858,0.463,22,4.16,1.908,25,23,4
656,Meterse en camisa de once varas,Get into an eleven-rod shirt,Complicación innecesaria,Unnecessary complication,4.0,2.049,21,3.888888888888889,2.374,18,72.22222222222221,0.045454545454545456,22,2.789473684210526,2.043,19,52.17391304347826,23,2.423076923076923,0.758,26,3.411764705882353,1.839,17,26,6
657,Meterse en la boca del lobo,Get into the wolf's mouth,Exponerse a un peligro sin necesidad,To expose oneself to danger unnecessarily,5.380952380952381,1.431,21,6.333333333333333,1.029,18,100.0,0.6190476190476191,21,4.45,2.395,20,72.22222222222221,18,1.8461538461538463,0.834,26,4.571428571428571,1.859,21,22,6
658,Meterse en un berenjenal,To get into a aubergine field,Meterse en un lío,Getting into trouble,4.9523809523809526,1.746,21,6.444444444444445,0.705,18,100.0,0.3181818181818182,22,4.5,2.306,20,12.5,19,1.8461538461538463,0.732,26,4.761904761904762,2.095,21,21,4
659,Meterse en un charco,To get into a puddle,Meterse en problemas,To get into trouble,3.238095238095238,2.234,21,4.0476190476190474,2.479,20,66.66666666666666,0.375,24,6.2272727272727275,1.478,22,0.0,19,2.210526315789474,0.855,20,3.7916666666666665,1.587,24,17,4
660,Meterse en un jardín,Getting into a garden,Meterse en complicaciones,Getting into complications,4.612903225806452,2.171,31,4.571428571428571,2.399,21,66.66666666666666,0.21428571428571427,28,5.409090909090909,1.968,22,1.7857142857142856,19,2.0625,0.929,16,3.7142857142857144,1.648,21,17,4
661,Mezclar churras con merinas,Mixing the sheep with the goats,No mezclar temas,Not mixing issues,2.5,1.991,28,4.578947368421052,2.457,19,68.42105263157895,0.34782608695652173,23,3.5,1.784,12,30.434782608695656,23,3.5714285714285716,0.535,7,4.0,1.155,7,24,4
662,Mirar con ojos de carnero degollado,Staring with the eyes of a ram with its throat slit,Ojos de lástima,Pity eyes,3.8095238095238093,1.887,21,5.857142857142857,1.852,20,80.95238095238095,0.6190476190476191,21,3.3636363636363638,1.891,22,60.0,20,3.0,1.17,21,3.8,1.658,25,30,6
663,Mirar los toros desde la barrera,Watching the bulls from the sidelines,No implicarse,Not getting involved,2.272727272727273,1.804,22,3.772727272727273,2.481,22,68.18181818181817,0.625,24,5.705882352941177,1.404,17,30.434782608695656,23,3.176470588235294,1.286,17,2.2222222222222223,1.06,18,27,6
664,Mirar para otro lado,To look the other way,Hacer como que un problema no existe,Pretending a problem does not exist,6.380952380952381,1.359,21,6.619047619047619,0.59,20,95.23809523809523,0.8260869565217391,23,6.545454545454546,0.963,22,84.21052631578947,19,2.4285714285714284,1.028,22,2.96,1.399,25,17,4
665,Mirar por el rabillo del ojo,To look out of the corner of one's eye,Mirar algo disimuladamente,Look at something slyly,4.821428571428571,1.722,28,4.947368421052632,1.9,19,68.42105263157895,0.9230769230769231,26,5.666666666666667,1.572,18,94.73684210526315,19,3.5555555555555554,1.097,18,3.0,1.291,25,23,6
666,Mirar por encima del hombro,Looking over one's shoulder,Tratar a alguien con superioridad,Treating someone with superiority,5.8,1.08,25,6.523809523809524,1.365,21,85.71428571428571,0.7083333333333334,24,5.791666666666667,1.414,24,95.23809523809523,21,1.6363636363636365,1.049,22,3.6818181818181817,1.249,22,23,5
667,Molar mazo,Be cool,Algo muy agradable o atractivo,Something very nice or attractive,6.032258064516129,1.449,31,6.428571428571429,1.434,21,95.23809523809523,0.5357142857142857,28,1.5909090909090908,1.098,22,26.08695652173913,23,6.619047619047619,0.805,21,5.590909090909091,1.623,22,9,2
668,Moler a palos,To grind with sticks,Pegar una paliza,Beating up,3.838709677419355,2.296,31,5.285714285714286,2.028,21,80.95238095238095,0.6333333333333333,30,4.7727272727272725,1.875,22,35.0,20,1.4761904761904763,0.814,21,4.380952380952381,2.224,21,11,3
669,Montar en cólera,To get angry,Enfadarse mucho,Getting very angry,3.3,1.725,30,5.761904761904762,2.095,21,80.95238095238095,0.7333333333333333,30,2.45,2.089,20,10.526315789473683,19,1.5517241379310345,1.242,29,5.384615384615385,1.791,26,14,3
670,Montar un circo y que te crezcan los enanos,To set up a circus and the dwarfs grow up,Tener mala suerte,Having bad luck,4.111111111111111,1.968,27,3.0952380952380953,2.488,21,33.33333333333333,0.19230769230769232,26,2.8,2.291,25,0.0,20,2.4705882352941178,1.068,17,3.5625,1.75,16,35,9
671,Montar un cirio,Mount a candle,Generar un alboroto o trifulca,Generate a fuss or brawl,3.9,2.295,30,4.809523809523809,2.542,21,66.66666666666666,0.25,24,2.611111111111111,2.253,18,33.33333333333333,18,1.7916666666666667,1.062,24,4.6923076923076925,1.914,26,13,3
672,Morder el anzuelo,Bite the hook,Caer en la trampa,Falling into a trap,4.821428571428571,1.634,28,6.526315789473684,0.697,19,100.0,0.8695652173913043,23,4.842105263157895,2.035,19,15.789473684210526,19,2.9411764705882355,0.966,17,3.44,1.685,25,15,3
673,Morder el polvo,Biting the dust,Vencer a alguien,Beating someone,4.428571428571429,1.748,21,4.55,2.089,20,55.00000000000001,0.08695652173913043,23,2.0434782608695654,1.43,23,33.33333333333333,18,2.05,1.234,20,4.2,1.609,20,13,3
674,Morderse la lengua,Biting your tongue,Callar lo que se quisiera decir,To keep silent about what one would like to say,6.033333333333333,1.45,30,6.714285714285714,0.644,21,100.0,0.7619047619047619,21,5.9523809523809526,1.431,21,70.0,20,3.0689655172413794,1.412,29,4.0344827586206895,1.918,29,16,3
675,Morir con las botas puestas,To die with your boots on,Comprometerse al máximo en una situación de riesgo,To commit oneself to the maximum in a risky situation,2.9523809523809526,2.012,21,4.2,2.111,15,26.666666666666668,0.08333333333333333,24,5.35,2.231,20,95.65217391304348,23,4.0,1.856,19,3.388888888888889,2.033,18,23,5
676,Morir en el intento,To die in the attempt,Luchar hasta las últimas consecuencias,Fight to the last consequences,5.08,1.47,25,6.476190476190476,1.365,21,61.904761904761905,0.9,30,4.708333333333333,1.989,24,61.111111111111114,18,3.5454545454545454,2.017,22,5.454545454545454,1.405,22,16,4
677,Mover los hilos,Pulling the strings,Ejercer el control,Exercising control,5.095238095238095,1.338,21,5.777777777777778,1.309,18,100.0,0.6086956521739131,23,5.421052631578948,1.61,19,30.434782608695656,23,4.076923076923077,1.383,26,4.0,1.975,21,13,3
678,Música para mis oidos,Music to my ears,Escuchar algo agradable,Listening to something pleasant,5.733333333333333,1.363,30,6.428571428571429,0.811,21,90.47619047619048,0.7619047619047619,21,6.142857142857143,1.558,21,90.47619047619048,21,6.785714285714286,0.418,28,5.448275862068965,1.617,29,18,4
679,Nadar contra corriente,Swimming against the current,Esforzarse en una situación adversa,To make an effort in an adverse situation,5.258064516129032,1.612,31,6.190476190476191,0.981,21,95.0,0.6956521739130435,23,6.2727272727272725,0.767,22,83.33333333333334,18,2.9523809523809526,1.596,21,4.545454545454546,1.92,22,20,3
680,Nadar en la abundancia,Swimming in abundance,Disfrutar de gran bienestar económico,Enjoying great economic well-being,2.25,1.691,28,5.052631578947368,2.041,19,78.94736842105263,0.38095238095238093,21,3.5,2.065,18,11.11111111111111,18,5.2,1.549,10,3.8260869565217392,1.749,23,19,4
681,Nadar entre dos aguas,Swimming between two waters,Estar indeciso,Being indecisive,3.380952380952381,2.109,21,4.722222222222222,1.638,18,66.66666666666666,0.6086956521739131,23,3.789473684210526,1.843,19,44.44444444444444,18,3.1923076923076925,0.939,26,2.857142857142857,1.459,21,18,4
682,Nadar y guardar la ropa,Swim and keep your clothes safe,Hacer algo con precaución por si se fracasa,Doing something with caution in case of failure,1.5909090909090908,1.436,22,1.2727272727272727,1.279,22,4.545454545454546,0.10714285714285714,28,4.363636363636363,2.461,11,30.0,20,3.6666666666666665,1.528,3,3.4285714285714284,1.718,7,19,5
683,Nadie da duros a cuatro pesetas,No one gives a penny for a nickel,Nadie regala nada,Nobody gives anything away,2.48,2.023,25,3.6666666666666665,2.799,21,57.14285714285714,0.7272727272727273,22,3.3529411764705883,2.262,17,27.77777777777778,18,2.6470588235294117,1.367,17,2.933333333333333,1.28,15,26,6
684,Ni hablar del peluquín,Not to mention the toupee,Rechazar o negar una propuesta,Rejecting or denying a proposal,2.857142857142857,1.957,21,4.5,2.544,20,60.0,0.10714285714285714,28,2.75,1.997,20,30.0,20,2.75,1.183,16,3.3529411764705883,1.656,17,19,4
685,No andarse con chiquitas,Do not hang around with little things,Sin contemplaciones o rodeos,Without contemplation or detours,3.9,2.234,30,5.666666666666667,1.77,21,95.0,0.16,25,2.8947368421052633,2.025,19,0.0,19,4.153846153846154,1.287,26,3.9655172413793105,1.955,29,21,4
686,No cabe ni un alfiler,There's no room for a pin,Lugar repleto de gente,Place full of people,4.36,1.997,25,6.428571428571429,1.363,21,85.71428571428571,0.8571428571428571,21,5.136363636363637,2.054,22,38.88888888888889,18,2.772727272727273,1.066,22,3.4545454545454546,1.405,22,17,5
687,No callar ni debajo del agua,Don't shut up even under water,Persona que habla mucho,Person who talks a lot,5.904761904761905,1.179,21,6.944444444444445,0.236,18,100.0,1.0,30,5.7,1.838,20,95.23809523809523,21,2.6538461538461537,1.129,26,4.095238095238095,2.095,21,23,6
688,No carburar bien,Don't carburet well,No razonar correctamente,Not reasoning correctly,2.4761904761904763,1.94,21,4.0,1.91,18,77.77777777777779,0.38095238095238093,21,4.2105263157894735,2.299,19,25.0,20,2.2,0.866,25,2.473684210526316,1.467,19,14,3
689,No comerse un rosco,Don't eat a donut,No ligar,Not flirting,5.714285714285714,1.707,21,6.5,0.827,20,85.0,0.13043478260869565,23,3.4347826086956523,2.128,23,63.1578947368421,19,1.5714285714285714,0.811,21,3.0952380952380953,1.758,21,16,4
690,No dar abasto,Not giving enough,Imposibilidad de abarcarlo todo,Inability to cover everything,6.333333333333333,0.966,21,6.8,0.561,15,100.0,0.75,24,3.2857142857142856,2.305,21,0.0,20,2.142857142857143,0.97,28,4.260869565217392,1.982,23,11,3
691,No dar el brazo a torcer,Not giving the arm to twist,No ceder,Not giving in,5.833333333333333,1.487,30,6.809523809523809,0.512,21,100.0,0.375,24,3.7142857142857144,2.39,21,52.94117647058824,17,2.586206896551724,1.018,29,3.3214285714285716,1.786,28,19,6
692,No dar golpe,Not giving a blow,No trabajar,Not working,5.111111111111111,1.695,27,5.714285714285714,1.901,21,47.61904761904761,0.3333333333333333,24,4.6923076923076925,2.015,26,0.0,20,2.1666666666666665,0.786,18,2.7333333333333334,1.751,15,10,3
693,No dar ni chapa,Not lift a finger,No trabajar nada,Not working at all,4.476190476190476,2.182,21,4.904761904761905,2.256,20,47.61904761904761,0.041666666666666664,24,3.45,2.164,20,0.0,18,2.0,1.138,19,2.88,1.59,25,12,4
694,No dar palo al agua,Not giving a stick to the water,Rehuir el trabajo,Shying away from work,5.814814814814815,1.36,27,6.761904761904762,0.889,21,81.0,0.13043478260869565,23,3.576923076923077,2.266,26,100.0,20,1.5714285714285714,0.598,21,2.75,1.773,20,15,5
695,No dar pie con bola,Not to give a foot in the ball,No acertar,Not getting it right,5.428571428571429,1.989,21,6.285714285714286,1.454,20,90.47619047619048,0.6086956521739131,23,4.090909090909091,2.091,22,72.22222222222221,18,1.8095238095238095,0.68,22,2.52,1.295,25,15,5
696,No dar puntada sin hilo,Not giving a stitch without thread,Actuar de manera calculada,Acting in a calculated manner,3.4193548387096775,2.349,31,3.7142857142857144,2.39,21,38.095238095238095,0.24,25,5.045454545454546,1.731,22,55.00000000000001,20,3.875,2.062,16,3.066666666666667,1.58,15,19,5
697,No decir ni pio,Don't say a peep,Callar,Shutting up,5.866666666666666,1.548,30,6.666666666666667,0.73,21,100.0,1.0,30,5.0476190476190474,2.202,21,29.411764705882355,17,3.642857142857143,0.911,28,2.1724137931034484,1.227,29,12,4
698,No dejar a alguien ni a sol ni a sombra,Don't leave anyone in the sun or shade,Perseguir a alguien,Persecuting someone,3.5806451612903225,2.248,31,4.809523809523809,2.337,21,61.904761904761905,0.5652173913043478,23,3.5,1.896,22,80.0,20,2.4210526315789473,1.575,19,3.3529411764705883,1.579,17,30,10
699,No dejar títere con cabeza,Leave no one with his head on his shoulders,Desacreditar a todo el mundo,Discrediting everyone,3.375,2.06,24,4.7368421052631575,2.104,19,47.368421052631575,0.23076923076923078,26,5.111111111111111,2.026,18,68.42105263157895,19,2.3157894736842106,1.25,19,3.7333333333333334,2.052,15,22,5
700,No doler prendas,Do not hurt clothes,No importar reconocer algo,Not caring to acknowledge something,1.2857142857142858,0.902,21,1.2,0.696,20,0.0,0.0,23,1.0833333333333333,0.289,12,5.0,20,3.5,1.291,4,3.0,1.414,4,14,3
701,No echar la vista atrás,Don't look back,No recordar/reflexionar sobre sucesos pasados,Not remembering/reflecting on past events,5.208333333333333,1.841,24,6.2631578947368425,1.098,19,100.0,0.875,24,5.363636363636363,2.15,22,70.58823529411765,17,4.555555555555555,1.476,27,3.75,1.517,20,19,5
702,No es de recibo,It is not acceptable,No se puede aceptar o tolerar,Cannot accept or tolerate,3.25,2.221,20,3.0,2.555,20,15.0,0.5384615384615384,26,3.5714285714285716,2.204,21,8.695652173913043,23,2.1333333333333333,0.99,15,2.6470588235294117,1.579,17,12,4
703,No es moco de pavo,It's not snood of turkey,Es importante,It is important,4.090909090909091,2.543,22,4.681818181818182,2.918,22,63.63636363636363,0.125,24,3.823529411764706,2.555,17,58.82352941176471,17,4.066666666666666,1.387,15,3.875,1.784,16,14,5
704,No es para tirar cohetes,Not to shoot rockets,No hay motivos para estar contento,No reason to be happy,5.904761904761905,1.044,21,6.428571428571429,1.028,20,95.23809523809523,0.6363636363636364,22,4.5,2.041,22,85.0,20,2.4285714285714284,0.978,22,3.0,1.708,25,20,5
705,No es un jardín de rosas,It is not a garden of roses,No es todo tan bonito como parece,Everything is not as nice as it seems,4.136363636363637,2.21,22,6.045454545454546,1.495,22,100.0,0.6086956521739131,23,4.944444444444445,2.313,18,30.0,20,1.88,0.881,25,2.96,1.594,25,19,6
706,No está el horno para bollos,The oven is not ready for buns,No es conveniente decir o hacer algo,It is not convenient to say or do something,6.095238095238095,1.338,21,5.857142857142857,1.852,20,57.14285714285714,0.34782608695652173,23,4.818181818181818,2.239,22,90.47619047619048,21,1.8095238095238095,0.873,22,3.92,1.891,25,23,6
707,No estar católico,Not being Catholic,No encontrarse bien de salud,Not being in good health,2.4642857142857144,2.063,28,2.473684210526316,2.065,19,21.052631578947366,0.0,23,2.7142857142857144,1.437,14,0.0,22,2.6153846153846154,0.65,13,2.6666666666666665,1.775,12,15,3
708,No estar fino,Not in good shape,Estar mal de salud,Being unhealthy,5.481481481481482,1.626,27,6.0476190476190474,1.396,21,85.71428571428571,0.7692307692307693,26,3.8,1.979,25,4.545454545454546,22,2.6666666666666665,1.197,21,2.789473684210526,1.686,19,11,3
709,No gano para sustos,I don't earn for scares,Tener muchos disgustos,To have a lot of unpleasantness,4.523809523809524,2.089,21,5.277777777777778,1.638,18,83.33333333333334,0.6,30,2.85,1.531,20,10.0,20,2.5,0.86,26,3.5,1.987,20,16,4
710,No haber nacido ayer,Not being born yesterday,No ser tonto,Not to be foolish,5.903225806451613,1.248,31,6.571428571428571,0.676,21,100.0,0.34782608695652173,23,5.863636363636363,1.642,22,23.809523809523807,21,4.428571428571429,1.469,21,3.3636363636363638,1.761,22,17,4
711,No hacerse mala sangre,Not to make bad blood,No irritarse,Not to be irritated,3.9,2.398,30,3.619047619047619,2.459,21,47.61904761904761,0.15384615384615385,26,1.9411764705882353,1.6,17,57.14285714285714,21,4.56,1.557,25,3.6818181818181817,1.887,22,19,4
712,No hay más cera que la que arde,There is no more wax than what is burning,No cabe esperar nada más,Not to expect anything else,1.5238095238095237,0.814,21,2.0952380952380953,2.143,20,14.285714285714285,0.23333333333333334,30,3.533333333333333,2.1,15,47.368421052631575,19,3.5454545454545454,1.368,12,3.0,1.612,21,24,8
713,No hay moros en la costa,There are no Moors on the coast,Camino libre de obstáculos o peligros,Road free of obstacles or dangers,5.666666666666667,1.317,21,6.095238095238095,1.446,20,90.47619047619048,0.43333333333333335,30,5.545454545454546,1.765,22,95.0,20,5.190476190476191,1.365,22,3.68,1.887,25,19,6
714,No hay ni un alma,There's not a soul,Sitio solitario,Lonely place,5.774193548387097,1.586,31,6.857142857142857,0.359,21,95.23809523809523,1.0,23,3.909090909090909,1.925,22,30.0,20,2.9523809523809526,1.161,21,1.8181818181818181,0.795,22,13,5
715,No hay por donde cogerlo,There's no place to take it,No tiene nada bueno,There is nothing good in it,6.28,1.275,25,6.523809523809524,1.167,21,85.71428571428571,0.6086956521739131,23,5.583333333333333,1.613,24,60.0,20,2.1363636363636362,1.037,22,3.227272727272727,1.307,22,20,5
716,No hay tutía,There is no remedy,No hay otro remedio,There is no other remedy,3.0476190476190474,2.291,21,2.5555555555555554,2.175,18,27.77777777777778,0.043478260869565216,23,2.1578947368421053,1.5,19,0.0,21,2.84,1.143,25,3.45,1.701,20,10,3
717,No lanzar las campanas al vuelo,Do not throw the bells to the flight,No entrar en celebraciones,Do not enter into celebrations,1.9166666666666667,0.881,24,4.052631578947368,2.321,19,42.10526315789473,0.08,25,3.0,2.121,17,28.57142857142857,21,3.0,1.24,14,2.857142857142857,1.231,14,26,6
718,No llegar la sangre al río,Not getting the blood to the river,No hay consecuencias graves,No serious consequences,3.380952380952381,2.376,21,4.095238095238095,2.548,20,47.61904761904761,0.21739130434782608,23,3.4761904761904763,2.015,21,10.0,20,3.642857142857143,2.205,15,3.4583333333333335,1.615,24,21,6
719,No llegarle a alguien a la suela de los zapatos,Not getting to the sole of someone's shoes,Ser inferior,Being inferior,6.2,1.4,30,6.571428571428571,0.676,21,100.0,0.6956521739130435,23,2.142857142857143,1.769,21,95.23809523809523,21,1.9642857142857142,1.071,28,2.7241379310344827,1.907,29,38,10
720,No me fío un pelo,I don't trust a hair,Tener poca confianza,Having little confidence,6.296296296296297,0.912,27,6.714285714285714,0.561,21,100.0,0.8,30,2.4444444444444446,1.928,27,89.47368421052632,19,2.227272727272727,1.343,22,4.25,1.803,20,13,5
721,No mover un dedo,Not lifting a finger,No tomarse ninguna molestia por algo/alguien,Not going to any trouble for something/someone,6.566666666666666,0.728,30,7.0,0.0,21,100.0,1.0,30,5.904761904761905,1.895,21,77.77777777777779,18,1.9655172413793103,0.731,29,1.6896551724137931,1.004,29,13,4
722,No pega ni con cola,It does not stick even with glue,Algo que es incongruente con otra cosa,Something that is incongruent with something else,6.416666666666667,0.974,24,6.315789473684211,1.376,19,94.73684210526315,0.92,25,5.863636363636363,1.642,22,88.88888888888889,18,2.4285714285714284,1.034,28,2.65,1.226,20,15,5
723,No pegar ojo,Eyes open,No dormir,Not sleeping,6.2,1.323,25,6.666666666666667,1.317,21,95.23809523809523,0.7142857142857143,28,4.304347826086956,2.265,23,33.33333333333333,18,1.7727272727272727,0.813,22,2.8181818181818183,1.68,22,10,3
724,No pegar sello,Don't stick a stamp,Ser un vago,Being lazy,1.8888888888888888,1.281,27,3.4285714285714284,2.039,21,57.14285714285714,0.23809523809523808,21,4.590909090909091,2.261,22,0.0,18,2.4285714285714284,1.397,7,1.75,0.886,8,12,3
725,No pintar nada,No paint at all,"Que resulta innecesario, que estorba","Being unnecessary, getting in the way",6.24,1.165,25,6.523809523809524,1.327,21,85.71428571428571,0.30434782608695654,23,4.541666666666667,2.519,24,73.68421052631578,19,1.8636363636363635,0.941,22,2.272727272727273,1.316,22,12,3
726,No poder cerrar ojo en toda la noche,Not being able to close my eye all night,No ser capaz de dormir,Not being able to sleep,6.0,1.615,24,6.7368421052631575,0.733,19,100.0,0.9565217391304348,23,5.909090909090909,1.743,22,100.0,23,1.6428571428571428,0.678,28,3.45,2.235,20,29,8
727,No querer ver a alguien ni en pintura,Don't want to see anyone even in a painting,Rechazo hacia una persona,Rejection of a person,5.933333333333334,1.484,30,6.666666666666667,0.577,21,100.0,0.7727272727272727,22,4.0476190476190474,2.247,21,80.0,20,1.4827586206896552,0.738,29,3.9655172413793105,2.244,29,30,8
728,No rascar bola,Not touching the ball,No tener éxito,Not being successful,4.380952380952381,2.133,21,6.4,1.595,15,0.0,0.0,24,4.052631578947368,2.635,19,25.0,20,2.0833333333333335,0.881,24,2.15,0.875,20,12,3
729,No saber ni papa,Not knowing a thing,Tener poco conocimiento sobre algo,Having little knowledge about something,5.5,1.599,28,6.842105263157895,0.375,19,100.0,0.6086956521739131,23,2.736842105263158,2.13,19,4.761904761904762,21,1.736842105263158,0.806,19,2.3846153846153846,1.388,26,13,4
730,No ser capaz de matar una mosca,Not being able to kill a fly,Ser incapaz de causar daño,Being incapable of causing harm,5.681818181818182,1.555,22,6.318181818181818,1.427,22,90.9090909090909,1.0,22,5.611111111111111,1.539,18,85.0,20,4.083333333333333,1.717,24,2.4444444444444446,1.695,27,25,7
731,No ser chicha ni limonada,Not to be neither meat nor lemonade,No valer mucho,Not worth much,3.5,2.236,20,5.15,2.134,20,70.0,0.08695652173913043,23,2.6,1.875,20,73.68421052631578,19,2.230769230769231,1.013,13,2.1739130434782608,1.154,23,21,5
732,No ser nada del otro jueves,To be nothing of the other Thursday,Es poco importante,Being unimportant,3.3333333333333335,2.094,27,3.7142857142857144,2.028,21,71.42857142857143,0.041666666666666664,24,1.9,1.334,20,77.77777777777779,18,2.642857142857143,1.277,14,2.5,1.69,8,22,6
733,No ser ni carne ni pescado,To be neither meat nor fish,No tiene un carácter definido,Not having a definite character,2.888888888888889,1.502,27,2.9523809523809526,2.156,21,28.57142857142857,0.34782608695652173,23,3.2916666666666665,2.386,24,66.66666666666666,18,3.6470588235294117,1.272,17,3.5,1.605,14,21,6
734,No siempre llueve a gusto de todos,It doesn't always rain to everyone's liking,Lo bueno para uno puede ser malo para otro,What is good for one may be bad for another,5.095238095238095,1.758,21,6.0,1.69,15,86.66666666666667,0.8260869565217391,23,4.428571428571429,1.886,21,84.21052631578947,19,3.576923076923077,0.809,26,3.0,1.574,22,28,7
735,No soltar prenda,Do not drop garment,Negarse rotundamente a dar una información,Refuse to give information outright,5.032258064516129,1.643,31,6.428571428571429,0.676,21,85.71428571428571,0.3333333333333333,30,4.181818181818182,2.015,22,41.17647058823529,17,3.3,1.261,20,2.4285714285714284,1.165,21,14,3
736,No te arriendo las ganancias,I don't rent you the profits,Decirle a alguien que va a resultar perjudicado,Telling someone that he/she will be harmed,1.1904761904761905,0.68,21,1.65,1.309,20,5.0,0.2608695652173913,23,3.5,1.834,12,23.52941176470588,17,2.857142857142857,1.345,7,3.1666666666666665,1.602,6,24,5
737,No tener corazón,Not having a heart,Ser insensible,Being insensitive,6.225806451612903,1.117,31,6.714285714285714,0.561,21,100.0,0.782608695652174,23,4.590909090909091,1.894,22,0.0,21,1.2857142857142858,0.644,21,3.727272727272727,2.251,22,14,3
738,No tener donde caerse muerto,No place to drop dead,Ser muy pobre,Being very poor,5.285714285714286,2.077,21,6.0,1.265,20,57.14285714285714,0.7619047619047619,21,4.2272727272727275,1.875,22,95.65217391304348,23,1.3,0.47,21,3.96,1.925,25,24,5
739,No tener ni para pipas,Not having enough for seeds,Ser muy pobre,Being very poor,5.095238095238095,2.211,21,6.238095238095238,1.814,20,90.47619047619048,1.0,23,5.409090909090909,2.062,22,4.761904761904762,21,1.45,0.605,21,2.875,1.727,24,18,5
