mwe,frequency,length,type,idiomaticity_score,is_idiomatic,known_idiom
mi turno.,3,2,ngram,0.400,False,False
lo agradezco.,3,2,ngram,0.400,False,False
demonios estás,3,2,ngram,0.400,False,False
"bien, adiós.",3,2,ngram,0.400,False,False
¿estás de,3,2,ngram,0.400,False,False
me da,3,2,ngram,0.400,False,False
he terminado.,3,2,ngram,0.400,False,False
la primera,3,2,ngram,0.400,False,False
primera vez.,3,2,ngram,0.400,False,False
hay problema.,3,2,ngram,0.400,False,False
buen chico.,3,2,ngram,0.400,False,False
te quiero,3,2,ngram,0.400,False,False
tú también.,3,2,ngram,0.400,False,False
"uno, dos,",3,2,ngram,0.400,False,False
está todo,3,2,ngram,0.400,False,False
es raro.,3,2,ngram,0.400,False,False
lo maté.,3,2,ngram,0.400,False,False
es normal.,3,2,ngram,0.400,False,False
¿de verdad?,3,2,ngram,0.400,False,False
¿quieres un,3,2,ngram,0.400,False,False
no quiero.,3,2,ngram,0.400,False,False
¿y los,3,2,ngram,0.400,False,False
esperen un,3,2,ngram,0.400,False,False
es fácil.,3,2,ngram,0.400,False,False
ya está.,3,2,ngram,0.400,False,False
buena pregunta.,3,2,ngram,0.400,False,False
que puedes.,3,2,ngram,0.400,False,False
me temo,3,2,ngram,0.400,False,False
temo que,3,2,ngram,0.400,False,False
"gracias, señor.",3,2,ngram,0.400,False,False
no dije,3,2,ngram,0.400,False,False
oír eso.,3,2,ngram,0.400,False,False
es demasiado.,3,2,ngram,0.400,False,False
estoy seguro,3,2,ngram,0.400,False,False
tu culpa.,3,2,ngram,0.400,False,False
es absurdo.,3,2,ngram,0.400,False,False
tú no.,3,2,ngram,0.400,False,False
se ha,3,2,ngram,0.400,False,False
te llamo,3,2,ngram,0.400,False,False
orgullosa de,3,2,ngram,0.400,False,False
este es,3,2,ngram,0.400,False,False
ha ido?,3,2,ngram,0.400,False,False
el dinero?,3,2,ngram,0.400,False,False
mi vida.,3,2,ngram,0.400,False,False
hijo de,3,2,ngram,0.400,False,False
que puedo,3,2,ngram,0.400,False,False
nos vamos,3,2,ngram,0.400,False,False
parece que,3,2,ngram,0.400,False,False
se trata,3,2,ngram,0.400,False,False
todo esto?,3,2,ngram,0.400,False,False
mi hermano.,3,2,ngram,0.400,False,False
algo así.,3,2,ngram,0.400,False,False
muy importante.,3,2,ngram,0.400,False,False
"estoy bien,",3,2,ngram,0.400,False,False
para usted.,3,2,ngram,0.400,False,False
todas partes.,3,2,ngram,0.400,False,False
"un momento,",3,2,ngram,0.400,False,False
muy divertido.,3,2,ngram,0.400,False,False
su ayuda.,3,2,ngram,0.400,False,False
una vez.,3,2,ngram,0.400,False,False
¿qué les,3,2,ngram,0.400,False,False
lo prometo.,3,2,ngram,0.400,False,False
mala idea.,3,2,ngram,0.400,False,False
", qué",0,2,noun_phrase,0.400,False,False
pero yo,0,2,noun_phrase,0.400,False,False
la mierda,0,2,noun_phrase,0.400,False,False
la luz,0,2,noun_phrase,0.400,False,False
¿de quién,0,2,noun_phrase,0.400,False,False
una hora,0,2,noun_phrase,0.400,False,False
es mío,0,2,noun_phrase,0.400,False,False
la derecha,0,2,noun_phrase,0.400,False,False
mi hermano,0,2,noun_phrase,0.400,False,False
"bueno, yo",0,2,noun_phrase,0.400,False,False
el perro,0,2,noun_phrase,0.400,False,False
"ay, caray",0,2,noun_phrase,0.400,False,False
una pena,0,2,noun_phrase,0.400,False,False
pobre hombre,0,2,noun_phrase,0.400,False,False
estoy enfermo,0,2,noun_phrase,0.400,False,False
¿más café,0,2,noun_phrase,0.400,False,False
"hola, tom.",0,2,noun_phrase,0.400,False,False
¿escuchaste eso,0,2,noun_phrase,0.400,False,False
tomen asiento.,0,2,noun_phrase,0.400,False,False
no pares,0,2,noun_phrase,0.400,False,False
"no, hombre",0,2,noun_phrase,0.400,False,False
"hola, querida",0,2,noun_phrase,0.400,False,False
una semana,0,2,noun_phrase,0.400,False,False
feliz aniversario,0,2,noun_phrase,0.400,False,False
¿eres gay?,0,2,noun_phrase,0.400,False,False
la vuelta,0,2,noun_phrase,0.400,False,False
¡agentes federales,0,2,noun_phrase,0.400,False,False
es tuya,0,2,noun_phrase,0.400,False,False
la fiesta,0,2,noun_phrase,0.400,False,False
¿dónde demonios,0,2,noun_phrase,0.400,False,False
"hola, sam.",0,2,noun_phrase,0.400,False,False
mi hijo,0,2,noun_phrase,0.400,False,False
hazme caso.,0,2,noun_phrase,0.400,False,False
apaga eso.,0,2,noun_phrase,0.400,False,False
mis disculpas,0,2,noun_phrase,0.400,False,False
como nosotros,0,2,noun_phrase,0.400,False,False
qué bueno,0,2,noun_phrase,0.400,False,False
era broma,0,2,noun_phrase,0.400,False,False
deberías venir.,0,2,noun_phrase,0.400,False,False
10 segundos,0,2,noun_phrase,0.400,False,False
una niña,0,2,noun_phrase,0.400,False,False
¡mi brazo,0,2,noun_phrase,0.400,False,False
buena suerte,0,2,noun_phrase,0.400,False,False
alguna idea,0,2,noun_phrase,0.400,False,False
¿lo sabías,0,2,noun_phrase,0.400,False,False
qué asco,0,2,noun_phrase,0.400,False,False
un amigo,0,2,noun_phrase,0.400,False,False
buena respuesta,0,2,noun_phrase,0.400,False,False
¿a quién,0,2,noun_phrase,0.400,False,False
una cerveza,0,2,noun_phrase,0.400,False,False
", abuela",0,2,noun_phrase,0.400,False,False
caso cerrado.,0,2,noun_phrase,0.400,False,False
cinco años,0,2,noun_phrase,0.400,False,False
otras cosas,0,2,noun_phrase,0.400,False,False
¿qué buscas,0,2,noun_phrase,0.400,False,False
", bebé",0,2,noun_phrase,0.400,False,False
"hola, frank.",0,2,noun_phrase,0.400,False,False
qué carajo,0,2,noun_phrase,0.400,False,False
su hermano,0,2,noun_phrase,0.400,False,False
", señor",0,2,noun_phrase,0.400,False,False
dos semanas,0,2,noun_phrase,0.400,False,False
mucha hambre,0,2,noun_phrase,0.400,False,False
¿estás loco?,0,2,noun_phrase,0.400,False,False
esa mujer,0,2,noun_phrase,0.400,False,False
¿alguna pregunta,0,2,noun_phrase,0.400,False,False
cinco minutos,0,2,noun_phrase,0.400,False,False
¿qué mierda,0,2,noun_phrase,0.400,False,False
soy gay,0,2,noun_phrase,0.400,False,False
mi hija,0,2,noun_phrase,0.400,False,False
es decir...,0,2,noun_phrase,0.400,False,False
¿lo pillas,0,2,noun_phrase,0.400,False,False
aquí esta,0,2,noun_phrase,0.400,False,False
mire esto.,0,2,noun_phrase,0.400,False,False
ahi esta,0,2,noun_phrase,0.400,False,False
una vez,0,2,noun_phrase,0.400,False,False
el cinturón,0,2,noun_phrase,0.400,False,False
otra cosa,0,2,noun_phrase,0.400,False,False
enseguida regreso,0,2,noun_phrase,0.400,False,False
este momento,0,2,noun_phrase,0.400,False,False
¿una copa,0,2,noun_phrase,0.400,False,False
ningún problema,0,2,noun_phrase,0.400,False,False
un acuerdo,0,2,noun_phrase,0.400,False,False
la hora,0,2,noun_phrase,0.400,False,False
¿eres tu?,0,2,noun_phrase,0.400,False,False
un problema,0,2,noun_phrase,0.400,False,False
tanto tiempo,0,2,noun_phrase,0.400,False,False
dulces sueños.,0,2,noun_phrase,0.400,False,False
buen tiro,0,2,noun_phrase,0.400,False,False
¿alguna novedad,0,2,noun_phrase,0.400,False,False
¿un qué,0,2,noun_phrase,0.400,False,False
pero gracias,0,2,noun_phrase,0.400,False,False
soy policía,0,2,noun_phrase,0.400,False,False
un año,0,2,noun_phrase,0.400,False,False
"si, señora",0,2,noun_phrase,0.400,False,False
mi turno,0,2,noun_phrase,0.400,False,False
"oh, wow.",0,2,noun_phrase,0.400,False,False
ahora tú,0,2,noun_phrase,0.400,False,False
mi amor,0,2,noun_phrase,0.400,False,False
sostén esto.,0,2,noun_phrase,0.400,False,False
cuánto tiempo,0,2,noun_phrase,0.400,False,False
"hola, jack.",0,2,noun_phrase,0.400,False,False
¡sr. frodo!,0,2,noun_phrase,0.400,False,False
¿como esta,0,2,noun_phrase,0.400,False,False
", ¿qué",0,2,noun_phrase,0.400,False,False
", hermano",0,2,noun_phrase,0.400,False,False
es policía,0,2,noun_phrase,0.400,False,False
tuviste suerte.,0,2,noun_phrase,0.400,False,False
llegas tarde.,0,2,noun_phrase,0.400,False,False
esta noche,0,2,noun_phrase,0.400,False,False
buenos días,0,2,noun_phrase,0.400,False,False
quédate quieta,0,2,noun_phrase,0.400,False,False
"bien, chicos",0,2,noun_phrase,0.400,False,False
¿qué chica,0,2,noun_phrase,0.400,False,False
buena elección,0,2,noun_phrase,0.400,False,False
un trago,0,2,noun_phrase,0.400,False,False
un trato,0,2,noun_phrase,0.400,False,False
ya verás,0,2,noun_phrase,0.400,False,False
qué harías,0,2,noun_phrase,0.400,False,False
gran cosa,0,2,noun_phrase,0.400,False,False
"no, tú",0,2,noun_phrase,0.400,False,False
una pregunta,0,2,noun_phrase,0.400,False,False
quién diablos,0,2,noun_phrase,0.400,False,False
tus sueños,0,2,noun_phrase,0.400,False,False
¡santo dios!,0,2,noun_phrase,0.400,False,False
buena idea,0,2,noun_phrase,0.400,False,False
tres años,0,2,noun_phrase,0.400,False,False
la obra,0,2,noun_phrase,0.400,False,False
", joder",0,2,noun_phrase,0.400,False,False
una pistola,0,2,noun_phrase,0.400,False,False
lo mismo,0,2,noun_phrase,0.400,False,False
¿ahora qué,0,2,noun_phrase,0.400,False,False
buenos días.,0,2,noun_phrase,0.400,False,False
un policía,0,2,noun_phrase,0.400,False,False
ese caso,0,2,noun_phrase,0.400,False,False
¡oh dios!,0,2,noun_phrase,0.400,False,False
¿pero qué,0,2,noun_phrase,0.400,False,False
no todos,0,2,noun_phrase,0.400,False,False
mi error,0,2,noun_phrase,0.400,False,False
"vamos, chicos",0,2,noun_phrase,0.400,False,False
buenas noticias,0,2,noun_phrase,0.400,False,False
la semana,0,2,noun_phrase,0.400,False,False
es basura,0,2,noun_phrase,0.400,False,False
un hombre,0,2,noun_phrase,0.400,False,False
me gustas,0,2,noun_phrase,0.400,False,False
el anillo,0,2,noun_phrase,0.400,False,False
dos días,0,2,noun_phrase,0.400,False,False
una hija,0,2,noun_phrase,0.400,False,False
la llave,0,2,noun_phrase,0.400,False,False
¿qué parte,0,2,noun_phrase,0.400,False,False
"hola, jerry.",0,2,noun_phrase,0.400,False,False
esta tarde,0,2,noun_phrase,0.400,False,False
mis amigos,0,2,noun_phrase,0.400,False,False
estados unidos.,0,2,noun_phrase,0.400,False,False
", señora",0,2,noun_phrase,0.400,False,False
mi niño,0,2,noun_phrase,0.400,False,False
¿qué trabajo,0,2,noun_phrase,0.400,False,False
el chico,0,2,noun_phrase,0.400,False,False
es domingo,0,2,noun_phrase,0.400,False,False
el bosque,0,2,noun_phrase,0.400,False,False
todos cometemos,0,2,noun_phrase,0.400,False,False
"hola, jim.",0,2,noun_phrase,0.400,False,False
es éste,0,2,noun_phrase,0.400,False,False
estate quieto,0,2,noun_phrase,0.400,False,False
las armas,0,2,noun_phrase,0.400,False,False
estás fuera.,0,2,noun_phrase,0.400,False,False
¿una broma,0,2,noun_phrase,0.400,False,False
¿qué historia,0,2,noun_phrase,0.400,False,False
déjame ayudarte,0,2,noun_phrase,0.400,False,False
todo esto,0,2,noun_phrase,0.400,False,False
déjame solo,0,2,noun_phrase,0.400,False,False
un regalo,0,2,noun_phrase,0.400,False,False
si lo,0,2,noun_phrase,0.400,False,False
mi niña,0,2,noun_phrase,0.400,False,False
regreso enseguida.,0,2,noun_phrase,0.400,False,False
¡un médico,0,2,noun_phrase,0.400,False,False
mi dinero,0,2,noun_phrase,0.400,False,False
odio esto.,0,2,noun_phrase,0.400,False,False
"mira, yo",0,2,noun_phrase,0.400,False,False
un brindis,0,2,noun_phrase,0.400,False,False
¿un perro,0,2,noun_phrase,0.400,False,False
¡dios mío!,0,2,noun_phrase,0.400,False,False
las luces,0,2,noun_phrase,0.400,False,False
es verdad,0,2,noun_phrase,0.400,False,False
buenas noches,0,2,noun_phrase,0.400,False,False
mi palabra,0,2,noun_phrase,0.400,False,False
su majestad,0,2,noun_phrase,0.400,False,False
no bromees,0,2,noun_phrase,0.400,False,False
"hola, nick.",0,2,noun_phrase,0.400,False,False
dame eso.,0,2,noun_phrase,0.400,False,False
un mensaje,0,2,noun_phrase,0.400,False,False
¿como cuáles,0,2,noun_phrase,0.400,False,False
¿qué tipo,0,2,noun_phrase,0.400,False,False
dónde diablos,0,2,noun_phrase,0.400,False,False
ni yo,0,2,noun_phrase,0.400,False,False
no yo,0,2,noun_phrase,0.400,False,False
", padre",0,2,noun_phrase,0.400,False,False
solo una,0,2,noun_phrase,0.400,False,False
misión cumplida,0,2,noun_phrase,0.400,False,False
qué estupidez,0,2,noun_phrase,0.400,False,False
"sí, madre",0,2,noun_phrase,0.400,False,False
", tío",0,2,noun_phrase,0.400,False,False
¡de rodillas,0,2,noun_phrase,0.400,False,False
lo admito,0,2,noun_phrase,0.400,False,False
su hijo,0,2,noun_phrase,0.400,False,False
¿por dónde,0,2,noun_phrase,0.400,False,False
tu ayuda,0,2,noun_phrase,0.400,False,False
", llego",0,2,noun_phrase,0.400,False,False
que eso,0,2,noun_phrase,0.400,False,False
los niños,0,2,noun_phrase,0.400,False,False
un arma,0,2,noun_phrase,0.400,False,False
un accidente,0,2,noun_phrase,0.400,False,False
lo logré,0,2,noun_phrase,0.400,False,False
eso mismo,0,2,noun_phrase,0.400,False,False
"bueno, hola",0,2,noun_phrase,0.400,False,False
estás vivo,0,2,noun_phrase,0.400,False,False
un carajo,0,2,noun_phrase,0.400,False,False
"oh, dios.",0,2,noun_phrase,0.400,False,False
una mano,0,2,noun_phrase,0.400,False,False
¿no confías,0,2,noun_phrase,0.400,False,False
última oportunidad,0,2,noun_phrase,0.400,False,False
"bien, muchachos",0,2,noun_phrase,0.400,False,False
qué pena,0,2,noun_phrase,0.400,False,False
", amigos",0,2,noun_phrase,0.400,False,False
las puertas,0,2,noun_phrase,0.400,False,False
te pillé,0,2,noun_phrase,0.400,False,False
¿un libro,0,2,noun_phrase,0.400,False,False
mucho calor,0,2,noun_phrase,0.400,False,False
tres minutos,0,2,noun_phrase,0.400,False,False
no gracias,0,2,noun_phrase,0.400,False,False
mis condolencias,0,2,noun_phrase,0.400,False,False
el baño,0,2,noun_phrase,0.400,False,False
el tiempo,0,2,noun_phrase,0.400,False,False
¿una pistola,0,2,noun_phrase,0.400,False,False
¿y cómo,0,2,noun_phrase,0.400,False,False
", alex",0,2,noun_phrase,0.400,False,False
"hola, pete.",0,2,noun_phrase,0.400,False,False
tu arma,0,2,noun_phrase,0.400,False,False
"¡alto, alto",0,2,noun_phrase,0.400,False,False
los demás,0,2,noun_phrase,0.400,False,False
¿un trabajo,0,2,noun_phrase,0.400,False,False
una mujer,0,2,noun_phrase,0.400,False,False
la cena,0,2,noun_phrase,0.400,False,False
somos nosotros,0,2,noun_phrase,0.400,False,False
como yo,0,2,noun_phrase,0.400,False,False
todos ellos,0,2,noun_phrase,0.400,False,False
un niño,0,2,noun_phrase,0.400,False,False
solo yo.,0,2,noun_phrase,0.400,False,False
"hola, david.",0,2,noun_phrase,0.400,False,False
sujeta esto.,0,2,noun_phrase,0.400,False,False
eres preciosa.,0,2,noun_phrase,0.400,False,False
"adiós, chicos",0,2,noun_phrase,0.400,False,False
yo gano,0,2,noun_phrase,0.400,False,False
"detente, detente",0,2,noun_phrase,0.400,False,False
la guerra,0,2,noun_phrase,0.400,False,False
¡en fila,0,2,noun_phrase,0.400,False,False
¿estas listo,0,2,noun_phrase,0.400,False,False
¿recuerdas eso,0,2,noun_phrase,0.400,False,False
¿lo amas,0,2,noun_phrase,0.400,False,False
desde luego.,0,2,noun_phrase,0.400,False,False
somos familia,0,2,noun_phrase,0.400,False,False
¿alguna objeción,0,2,noun_phrase,0.400,False,False
cuatro años,0,2,noun_phrase,0.400,False,False
este episodio,0,2,noun_phrase,0.400,False,False
¡santo cielo!,0,2,noun_phrase,0.400,False,False
las vegas,0,2,noun_phrase,0.400,False,False
la odio,0,2,noun_phrase,0.400,False,False
amor mío.,0,2,noun_phrase,0.400,False,False
no discutas,0,2,noun_phrase,0.400,False,False
el arma,0,2,noun_phrase,0.400,False,False
su casa,0,2,noun_phrase,0.400,False,False
ya regreso,0,2,noun_phrase,0.400,False,False
¿entonces qué,0,2,noun_phrase,0.400,False,False
no exageres,0,2,noun_phrase,0.400,False,False
¿algún problema,0,2,noun_phrase,0.400,False,False
tu madre,0,2,noun_phrase,0.400,False,False
¿un favor,0,2,noun_phrase,0.400,False,False
¡santa mierda!,0,2,noun_phrase,0.400,False,False
el bebé,0,2,noun_phrase,0.400,False,False
un sueño,0,2,noun_phrase,0.400,False,False
¿qué problema,0,2,noun_phrase,0.400,False,False
¿la conoces,0,2,noun_phrase,0.400,False,False
es sangre,0,2,noun_phrase,0.400,False,False
"gracias, john",0,2,noun_phrase,0.400,False,False
hola cariño.,0,2,noun_phrase,0.400,False,False
¡al ataque,0,2,noun_phrase,0.400,False,False
número equivocado,0,2,noun_phrase,0.400,False,False
no tú,0,2,noun_phrase,0.400,False,False
¡maldita seas!,0,2,noun_phrase,0.400,False,False
la chica,0,2,noun_phrase,0.400,False,False
¿un arma,0,2,noun_phrase,0.400,False,False
somos amigos,0,2,noun_phrase,0.400,False,False
¿algo bueno,0,2,noun_phrase,0.400,False,False
cumpleaños feliz,0,2,noun_phrase,0.400,False,False
"hola, bill.",0,2,noun_phrase,0.400,False,False
¿qué esperabas,0,2,noun_phrase,0.400,False,False
¿necesitas ayuda,0,2,noun_phrase,0.400,False,False
eras tú.,0,2,noun_phrase,0.400,False,False
", gente",0,2,noun_phrase,0.400,False,False
voy contigo,0,2,noun_phrase,0.400,False,False
el fondo,0,2,noun_phrase,0.400,False,False
¿alguna idea,0,2,noun_phrase,0.400,False,False
la mañana,0,2,noun_phrase,0.400,False,False
somos hermanos,0,2,noun_phrase,0.400,False,False
", señoritas",0,2,noun_phrase,0.400,False,False
su madre,0,2,noun_phrase,0.400,False,False
¿una fiesta,0,2,noun_phrase,0.400,False,False
diez minutos,0,2,noun_phrase,0.400,False,False
", mamá",0,2,noun_phrase,0.400,False,False
¿o qué,0,2,noun_phrase,0.400,False,False
"adiós, cariño",0,2,noun_phrase,0.400,False,False
buenos dias.,0,2,noun_phrase,0.400,False,False
no mires,0,2,noun_phrase,0.400,False,False
¿hacia dónde,0,2,noun_phrase,0.400,False,False
20 segundos,0,2,noun_phrase,0.400,False,False
daos prisa.,0,2,noun_phrase,0.400,False,False
¡abran paso!,0,2,noun_phrase,0.400,False,False
¿estás nervioso,0,2,noun_phrase,0.400,False,False
", caray",0,2,noun_phrase,0.400,False,False
¡maldito seas!,0,2,noun_phrase,0.400,False,False
"pero, ¿cómo",0,2,noun_phrase,0.400,False,False
vaya mierda.,0,2,noun_phrase,0.400,False,False
esta todo,0,2,noun_phrase,0.400,False,False
tome asiento.,0,2,noun_phrase,0.400,False,False
¡maldito hijo,0,2,noun_phrase,0.400,False,False
es mentira,0,2,noun_phrase,0.400,False,False
qué alivio,0,2,noun_phrase,0.400,False,False
¿un mes,0,2,noun_phrase,0.400,False,False
¿pero cómo,0,2,noun_phrase,0.400,False,False
¿eres tonto?,0,2,noun_phrase,0.400,False,False
¿tu esposa,0,2,noun_phrase,0.400,False,False
¡puta madre!,0,2,noun_phrase,0.400,False,False
mi padre,0,2,noun_phrase,0.400,False,False
suelta eso.,0,2,noun_phrase,0.400,False,False
qué tonto,0,2,noun_phrase,0.400,False,False
¿qué acabas,0,2,noun_phrase,0.400,False,False
como tú,0,2,noun_phrase,0.400,False,False
el dinero,0,2,noun_phrase,0.400,False,False
mucha suerte,0,2,noun_phrase,0.400,False,False
madre mía.,0,2,noun_phrase,0.400,False,False
", nada",0,2,noun_phrase,0.400,False,False
dale tiempo.,0,2,noun_phrase,0.400,False,False
mi novia,0,2,noun_phrase,0.400,False,False
una cita,0,2,noun_phrase,0.400,False,False
la verdad,0,2,noun_phrase,0.400,False,False
¿su nombre,0,2,noun_phrase,0.400,False,False
¡al suelo,0,2,noun_phrase,0.400,False,False
un deseo,0,2,noun_phrase,0.400,False,False
el sótano,0,2,noun_phrase,0.400,False,False
una condición,0,2,noun_phrase,0.400,False,False
"hola, paul.",0,2,noun_phrase,0.400,False,False
", demonios",0,2,noun_phrase,0.400,False,False
"vamos, frank",0,2,noun_phrase,0.400,False,False
¡tras él,0,2,noun_phrase,0.400,False,False
¿tu nombre,0,2,noun_phrase,0.400,False,False
un cigarrillo,0,2,noun_phrase,0.400,False,False
mi esposa,0,2,noun_phrase,0.400,False,False
"hola, dave.",0,2,noun_phrase,0.400,False,False
la casa,0,2,noun_phrase,0.400,False,False
¡alto ahí!,0,2,noun_phrase,0.400,False,False
y acción,0,2,noun_phrase,0.400,False,False
", muchachos",0,2,noun_phrase,0.400,False,False
muchas gracias,0,2,noun_phrase,0.400,False,False
"hola, henry.",0,2,noun_phrase,0.400,False,False
buen aspecto,0,2,noun_phrase,0.400,False,False
¿estás listo?,0,2,noun_phrase,0.400,False,False
qué casualidad,0,2,noun_phrase,0.400,False,False
si señor,0,2,noun_phrase,0.400,False,False
"sí, chef",0,2,noun_phrase,0.400,False,False
¡mi auto,0,2,noun_phrase,0.400,False,False
allá voy,0,2,noun_phrase,0.400,False,False
gran idea,0,2,noun_phrase,0.400,False,False
¡puta mierda!,0,2,noun_phrase,0.400,False,False
vaya sorpresa.,0,2,noun_phrase,0.400,False,False
miren eso.,0,2,noun_phrase,0.400,False,False
el gusto,0,2,noun_phrase,0.400,False,False
¡maldito desgraciado,0,2,noun_phrase,0.400,False,False
aún así...,0,2,noun_phrase,0.400,False,False
qué edad,0,2,noun_phrase,0.400,False,False
", hijo",0,2,noun_phrase,0.400,False,False
problema resuelto,0,2,noun_phrase,0.400,False,False
buen intento,0,2,noun_phrase,0.400,False,False
lo juro,0,2,noun_phrase,0.400,False,False
nada bueno,0,2,noun_phrase,0.400,False,False
¿que demonios,0,2,noun_phrase,0.400,False,False
una chica,0,2,noun_phrase,0.400,False,False
"hola, jimmy.",0,2,noun_phrase,0.400,False,False
un beso,0,2,noun_phrase,0.400,False,False
qué belleza,0,2,noun_phrase,0.400,False,False
"sí, majestad",0,2,noun_phrase,0.400,False,False
¿y usted,0,2,noun_phrase,0.400,False,False
¿cómo qué,0,2,noun_phrase,0.400,False,False
", ¿verdad",0,2,noun_phrase,0.400,False,False
"no, sam",0,2,noun_phrase,0.400,False,False
¡perro malo!,0,2,noun_phrase,0.400,False,False
la cocina,0,2,noun_phrase,0.400,False,False
excelente idea,0,2,noun_phrase,0.400,False,False
"favor, ayúdame",0,2,noun_phrase,0.400,False,False
tienes suerte.,0,2,noun_phrase,0.400,False,False
una llamada,0,2,noun_phrase,0.400,False,False
una copa,0,2,noun_phrase,0.400,False,False
el otro,0,2,noun_phrase,0.400,False,False
estás equivocado,0,2,noun_phrase,0.400,False,False
"sí, padre",0,2,noun_phrase,0.400,False,False
"hola, michael.",0,2,noun_phrase,0.400,False,False
la encontré,0,2,noun_phrase,0.400,False,False
¿una cita,0,2,noun_phrase,0.400,False,False
ninguna manera,0,2,noun_phrase,0.400,False,False
¿un cigarrillo,0,2,noun_phrase,0.400,False,False
quieres decir...,0,2,noun_phrase,0.400,False,False
los odio,0,2,noun_phrase,0.400,False,False
¿lo entiendes,0,2,noun_phrase,0.400,False,False
mi familia,0,2,noun_phrase,0.400,False,False
feliz cumpleaños,0,2,noun_phrase,0.400,False,False
30 segundos,0,2,noun_phrase,0.400,False,False
también yo,0,2,noun_phrase,0.400,False,False
le gustas.,0,2,noun_phrase,0.400,False,False
"oh, jesús.",0,2,noun_phrase,0.400,False,False
su tiempo,0,2,noun_phrase,0.400,False,False
un millón,0,2,noun_phrase,0.400,False,False
tome esto.,0,2,noun_phrase,0.400,False,False
¡válgame dios!,0,2,noun_phrase,0.400,False,False
", ok",0,2,noun_phrase,0.400,False,False
todos nosotros,0,2,noun_phrase,0.400,False,False
¡cielo santo!,0,2,noun_phrase,0.400,False,False
come on.,0,2,noun_phrase,0.400,False,False
"hola, eddie.",0,2,noun_phrase,0.400,False,False
la pena,0,2,noun_phrase,0.400,False,False
", caballeros",0,2,noun_phrase,0.400,False,False
si quieres,0,2,noun_phrase,0.400,False,False
tus asuntos,0,2,noun_phrase,0.400,False,False
"hola, danny.",0,2,noun_phrase,0.400,False,False
ningún modo,0,2,noun_phrase,0.400,False,False
un poco,0,2,noun_phrase,0.400,False,False
mi camino,0,2,noun_phrase,0.400,False,False
", siéntate",0,2,noun_phrase,0.400,False,False
"sí, cómo",0,2,noun_phrase,0.400,False,False
", vete",0,2,noun_phrase,0.400,False,False
¿a quiénes,0,2,noun_phrase,0.400,False,False
", tú",0,2,noun_phrase,0.400,False,False
harry potter.,0,2,noun_phrase,0.400,False,False
el jueves,0,2,noun_phrase,0.400,False,False
no salgas,0,2,noun_phrase,0.400,False,False
¿qué plan,0,2,noun_phrase,0.400,False,False
¿es suyo,0,2,noun_phrase,0.400,False,False
como todos,0,2,noun_phrase,0.400,False,False
sólo tú,0,2,noun_phrase,0.400,False,False
"no, hijo",0,2,noun_phrase,0.400,False,False
"hola, guapo.",0,2,noun_phrase,0.400,False,False
", amor",0,2,noun_phrase,0.400,False,False
el libro,0,2,noun_phrase,0.400,False,False
todavía nada,0,2,noun_phrase,0.400,False,False
pero tú,0,2,noun_phrase,0.400,False,False
la vista,0,2,noun_phrase,0.400,False,False
", jefe",0,2,noun_phrase,0.400,False,False
"bueno, vámonos",0,2,noun_phrase,0.400,False,False
¿qué cojones,0,2,noun_phrase,0.400,False,False
tu padre,0,2,noun_phrase,0.400,False,False
¡maldito sea!,0,2,noun_phrase,0.400,False,False
una ambulancia,0,2,noun_phrase,0.400,False,False
el amor,0,2,noun_phrase,0.400,False,False
estás borracho.,0,2,noun_phrase,0.400,False,False
¿a cuál,0,2,noun_phrase,0.400,False,False
son hermosos,0,2,noun_phrase,0.400,False,False
tres días,0,2,noun_phrase,0.400,False,False
el futuro,0,2,noun_phrase,0.400,False,False
", sargento",0,2,noun_phrase,0.400,False,False
¿necesitas dinero,0,2,noun_phrase,0.400,False,False
", cielo",0,2,noun_phrase,0.400,False,False
el cambio,0,2,noun_phrase,0.400,False,False
el nombre,0,2,noun_phrase,0.400,False,False
no entres,0,2,noun_phrase,0.400,False,False
un abogado,0,2,noun_phrase,0.400,False,False
", todos",0,2,noun_phrase,0.400,False,False
¿un juego,0,2,noun_phrase,0.400,False,False
au revoir,0,2,noun_phrase,0.400,False,False
una noche,0,2,noun_phrase,0.400,False,False
¿qué dices,0,2,noun_phrase,0.400,False,False
cuántos años,0,2,noun_phrase,0.400,False,False
tu hijo,0,2,noun_phrase,0.400,False,False
qué rico,0,2,noun_phrase,0.400,False,False
¡presenten armas!,0,2,noun_phrase,0.400,False,False
"hola, george.",0,2,noun_phrase,0.400,False,False
los veo,0,2,noun_phrase,0.400,False,False
cuéntamelo todo.,0,2,noun_phrase,0.400,False,False
disculpa aceptada,0,2,noun_phrase,0.400,False,False
¿para quién,0,2,noun_phrase,0.400,False,False
un paseo,0,2,noun_phrase,0.400,False,False
ten cuidado,0,2,noun_phrase,0.400,False,False
pues bien.,0,2,noun_phrase,0.400,False,False
un vistazo,0,2,noun_phrase,0.400,False,False
todo eso,0,2,noun_phrase,0.400,False,False
está enfermo,0,2,noun_phrase,0.400,False,False
iré enseguida,0,2,noun_phrase,0.400,False,False
mi vida,0,2,noun_phrase,0.400,False,False
mala idea,0,2,noun_phrase,0.400,False,False
mucho gusto,0,2,noun_phrase,0.400,False,False
es suya,0,2,noun_phrase,0.400,False,False
tres veces,0,2,noun_phrase,0.400,False,False
como digas,0,2,noun_phrase,0.400,False,False
